fips,POPESTIMATE2019,CTYNAME
42005,64735,Armstrong County
42007,163929,Beaver County
42009,47888,Bedford County
42011,421164,Berks County
42013,121829,Blair County
42015,60323,Bradford County
42017,628270,Bucks County
42019,187853,Butler County
42021,130192,Cambria County
42023,4447,Cameron County
42025,64182,Carbon County
42027,162385,Centre County
42029,524989,Chester County
42031,38438,Clarion County
42033,79255,Clearfield County
42035,38632,Clinton County
42037,64964,Columbia County
42039,84629,Crawford County
42041,253370,Cumberland County
42043,278299,Dauphin County
42045,566747,Delaware County
42047,29910,Elk County
42049,269728,Erie County
42051,129274,Fayette County
42053,7247,Forest County
42055,155027,Franklin County
42057,14530,Fulton County
42059,36233,Greene County
42061,45144,Huntingdon County
42063,84073,Indiana County
42065,43425,Jefferson County
42067,24763,Juniata County
42069,209674,Lackawanna County
42071,545724,Lancaster County
42073,85512,Lawrence County
42075,141793,Lebanon County
42077,369318,Lehigh County
42079,317417,Luzerne County
42081,113299,Lycoming County
42083,40625,McKean County
42085,109424,Mercer County
42087,46138,Mifflin County
42089,170271,Monroe County
42091,830915,Montgomery County
42093,18230,Montour County
42095,305285,Northampton County
42097,90843,Northumberland County
42099,46272,Perry County
42101,1584064,Philadelphia County
42103,55809,Pike County
42105,16526,Potter County
42107,141359,Schuylkill County
42109,40372,Snyder County
42111,73447,Somerset County
42113,6066,Sullivan County
42115,40328,Susquehanna County
42117,40591,Tioga County
42119,44923,Union County
42121,50668,Venango County
42123,39191,Warren County
42125,206865,Washington County
42127,51361,Wayne County
42129,348899,Westmoreland County
42131,26794,Wyoming County
42133,449058,York County
44000,1059361,Rhode Island
44001,48479,Bristol County
44003,164292,Kent County
44005,82082,Newport County
44007,638931,Providence County
44009,125577,Washington County
45000,5148714,South Carolina
45001,24527,Abbeville County
45003,170872,Aiken County
45005,8688,Allendale County
45007,202558,Anderson County
45009,14066,Bamberg County
45011,20866,Barnwell County
45013,192122,Beaufort County
45015,227907,Berkeley County
45017,14553,Calhoun County
45019,411406,Charleston County
45021,57300,Cherokee County
45023,32244,Chester County
45025,45650,Chesterfield County
45027,33745,Clarendon County
45029,37677,Colleton County
45031,66618,Darlington County
45033,30479,Dillon County
45035,162809,Dorchester County
45037,27260,Edgefield County
45039,22347,Fairfield County
45041,138293,Florence County
45043,62680,Georgetown County
45045,523542,Greenville County
45047,70811,Greenwood County
45049,19222,Hampton County
45051,354081,Horry County
45053,30073,Jasper County
45055,66551,Kershaw County
45057,98012,Lancaster County
45059,67493,Laurens County
45061,16828,Lee County
45063,298750,Lexington County
45065,9463,McCormick County
45067,30657,Marion County
45069,26118,Marlboro County
45071,38440,Newberry County
45073,79546,Oconee County
45075,86175,Orangeburg County
45077,126884,Pickens County
45079,415759,Richland County
45081,20473,Saluda County
45083,319785,Spartanburg County
45085,106721,Sumter County
45087,27316,Union County
45089,30368,Williamsburg County
45091,280979,York County
46000,884659,South Dakota
46003,2751,Aurora County
46005,18453,Beadle County
46007,3365,Bennett County
46009,6901,Bon Homme County
46011,35077,Brookings County
46013,38839,Brown County
46015,5297,Brule County
46017,1962,Buffalo County
46019,10429,Butte County
46021,1376,Campbell County
46023,9292,Charles Mix County
46025,3736,Clark County
46027,14070,Clay County
46029,28009,Codington County
46031,4086,Corson County
46033,8972,Custer County
46035,19775,Davison County
46037,5424,Day County
46039,4351,Deuel County
46041,5892,Dewey County
46043,2921,Douglas County
46045,3829,Edmunds County
46047,6713,Fall River County
46049,2299,Faulk County
46051,7052,Grant County
46053,4185,Gregory County
46055,1899,Haakon County
46057,6164,Hamlin County
46059,3191,Hand County
46061,3453,Hanson County
46063,1298,Harding County
46065,17526,Hughes County
46067,7291,Hutchinson County
46069,1301,Hyde County
46071,3344,Jackson County
46073,2013,Jerauld County
46075,903,Jones County
46077,4939,Kingsbury County
46079,12797,Lake County
46081,25844,Lawrence County
46083,61128,Lincoln County
46085,3781,Lyman County
46087,5586,McCook County
46089,2379,McPherson County
46091,4935,Marshall County
46093,28332,Meade County
46095,2061,Mellette County
46097,2216,Miner County
46099,193134,Minnehaha County
46101,6576,Moody County
46102,14177,Oglala Lakota County
46103,113775,Pennington County
46105,2865,Perkins County
46107,2153,Potter County
46109,10394,Roberts County
46111,2344,Sanborn County
46115,6376,Spink County
46117,3098,Stanley County
46119,1391,Sully County
46121,10177,Todd County
46123,5441,Tripp County
46125,8384,Turner County
46127,15932,Union County
46129,5435,Walworth County
46135,22814,Yankton County
46137,2756,Ziebach County
47000,6829174,Tennessee
47001,76978,Anderson County
47003,49713,Bedford County
47005,16160,Benton County
47007,15064,Bledsoe County
47009,133088,Blount County
47011,108110,Bradley County
47013,39842,Campbell County
47015,14678,Cannon County
47017,27767,Carroll County
47019,56391,Carter County
47021,40667,Cheatham County
47023,17297,Chester County
47025,31959,Claiborne County
47027,7615,Clay County
47029,36004,Cocke County
47031,56520,Coffee County
47033,14230,Crockett County
47035,60520,Cumberland County
47037,694144,Davidson County
47039,11663,Decatur County
47041,20490,DeKalb County
47043,53948,Dickson County
47045,37159,Dyer County
47047,41133,Fayette County
47049,18523,Fentress County
47051,42208,Franklin County
47053,49133,Gibson County
47055,29464,Giles County
47057,23320,Grainger County
47059,69069,Greene County
47061,13427,Grundy County
47063,64934,Hamblen County
47065,367804,Hamilton County
47067,6620,Hancock County
47069,25050,Hardeman County
47071,25652,Hardin County
47073,56786,Hawkins County
47075,17304,Haywood County
47077,28117,Henderson County
47079,32345,Henry County
47081,25178,Hickman County
47083,8201,Houston County
47085,18582,Humphreys County
47087,11786,Jackson County
47089,54495,Jefferson County
47091,17788,Johnson County
47093,470313,Knox County
47095,7016,Lake County
47097,25633,Lauderdale County
47099,44142,Lawrence County
47101,12268,Lewis County
47103,34366,Lincoln County
47105,54068,Loudon County
47107,53794,McMinn County
47109,25694,McNairy County
47111,24602,Macon County
47113,97984,Madison County
47115,28907,Marion County
47117,34375,Marshall County
47119,96387,Maury County
47121,12422,Meigs County
47123,46545,Monroe County
47125,208993,Montgomery County
47127,6488,Moore County
47129,21403,Morgan County
47131,30069,Obion County
47133,22241,Overton County
47135,8076,Perry County
47137,5048,Pickett County
47139,16832,Polk County
47141,80245,Putnam County
47143,33167,Rhea County
47145,53382,Roane County
47147,71813,Robertson County
47149,332285,Rutherford County
47151,22068,Scott County
47153,15026,Sequatchie County
47155,98250,Sevier County
47157,937166,Shelby County
47159,20157,Smith County
47161,13715,Stewart County
47163,158348,Sullivan County
47165,191283,Sumner County
47167,61599,Tipton County
47169,11284,Trousdale County
47171,17883,Unicoi County
47173,19972,Union County
47175,5872,Van Buren County
47177,41277,Warren County
47179,129375,Washington County
47181,16673,Wayne County
47183,33328,Weakley County
47185,27345,White County
47187,238412,Williamson County
47189,144657,Wilson County
48000,28995881,Texas
48001,57735,Anderson County
48003,18705,Andrews County
48005,86715,Angelina County
48007,23510,Aransas County
48009,8553,Archer County
48011,1887,Armstrong County
48013,51153,Atascosa County
48015,30032,Austin County
48017,7000,Bailey County
48019,23112,Bandera County
48021,88723,Bastrop County
48023,3509,Baylor County
48025,32565,Bee County
48027,362924,Bell County
48029,2003554,Bexar County
48031,11931,Blanco County
48033,654,Borden County
48035,18685,Bosque County
48037,93245,Bowie County
48039,374264,Brazoria County
48041,229211,Brazos County
48043,9203,Brewster County
48045,1546,Briscoe County
48047,7093,Brooks County
48049,37864,Brown County
48051,18443,Burleson County
48053,48155,Burnet County
48055,43664,Caldwell County
48057,21290,Calhoun County
48059,13943,Callahan County
48061,423163,Cameron County
48063,13094,Camp County
48065,5926,Carson County
48067,30026,Cass County
48069,7530,Castro County
48071,43837,Chambers County
48073,52646,Cherokee County
48075,7306,Childress County
48077,10471,Clay County
48079,2853,Cochran County
48081,3387,Coke County
48083,8175,Coleman County
48085,1034730,Collin County
48087,2920,Collingsworth County
48089,21493,Colorado County
48091,156209,Comal County
48093,13635,Comanche County
48095,2726,Concho County
48097,41257,Cooke County
48099,75951,Coryell County
48101,1398,Cottle County
48103,4797,Crane County
48105,3464,Crockett County
48107,5737,Crosby County
48109,2171,Culberson County
48111,7287,Dallam County
48113,2635516,Dallas County
48115,12728,Dawson County
48117,18546,Deaf Smith County
48119,5331,Delta County
48121,887207,Denton County
48123,20160,DeWitt County
48125,2211,Dickens County
48127,10124,Dimmit County
48129,3278,Donley County
48131,11157,Duval County
48133,18360,Eastland County
48135,166223,Ector County
48137,1932,Edwards County
48139,184826,Ellis County
48141,839238,El Paso County
48143,42698,Erath County
48145,17297,Falls County
48147,35514,Fannin County
48149,25346,Fayette County
48151,3830,Fisher County
48153,5712,Floyd County
48155,1155,Foard County
48157,811688,Fort Bend County
48159,10725,Franklin County
48161,19717,Freestone County
48163,20306,Frio County
48165,21492,Gaines County
48167,342139,Galveston County
48169,6229,Garza County
48171,26988,Gillespie County
48173,1409,Glasscock County
48175,7658,Goliad County
48177,20837,Gonzales County
48179,21886,Gray County
48181,136212,Grayson County
48183,123945,Gregg County
48185,28880,Grimes County
48187,166847,Guadalupe County
48189,33406,Hale County
48191,2964,Hall County
48193,8461,Hamilton County
48195,5399,Hansford County
48197,3933,Hardeman County
48199,57602,Hardin County
48201,4713325,Harris County
48203,66553,Harrison County
48205,5576,Hartley County
48207,5658,Haskell County
48209,230191,Hays County
48211,3819,Hemphill County
48213,82737,Henderson County
48215,868707,Hidalgo County
48217,36649,Hill County
48219,23021,Hockley County
48221,61643,Hood County
48223,37084,Hopkins County
48225,22968,Houston County
48227,36664,Howard County
48229,4886,Hudspeth County
48231,98594,Hunt County
48233,20938,Hutchinson County
48235,1536,Irion County
48237,8935,Jack County
48239,14760,Jackson County
48241,35529,Jasper County
48243,2274,Jeff Davis County
48245,251565,Jefferson County
48247,5200,Jim Hogg County
48249,40482,Jim Wells County
48251,175817,Johnson County
48253,20083,Jones County
48255,15601,Karnes County
48257,136154,Kaufman County
48259,47431,Kendall County
48261,404,Kenedy County
48263,762,Kent County
48265,52600,Kerr County
48267,4337,Kimble County
48269,272,King County
48271,3667,Kinney County
48273,30680,Kleberg County
48275,3664,Knox County
48277,49859,Lamar County
48279,12893,Lamb County
48281,21428,Lampasas County
48283,7520,La Salle County
48285,20154,Lavaca County
48287,17239,Lee County
48289,17404,Leon County
48291,88219,Liberty County
48293,23437,Limestone County
48295,3233,Lipscomb County
48297,12207,Live Oak County
48299,21795,Llano County
48301,169,Loving County
48303,310569,Lubbock County
48305,5951,Lynn County
48307,7984,McCulloch County
48309,256623,McLennan County
48311,743,McMullen County
48313,14284,Madison County
48315,9854,Marion County
48317,5771,Martin County
48319,4274,Mason County
48321,36643,Matagorda County
48323,58722,Maverick County
48325,51584,Medina County
48327,2138,Menard County
48329,176832,Midland County
48331,24823,Milam County
48333,4873,Mills County
48335,8545,Mitchell County
48337,19818,Montague County
48339,607391,Montgomery County
48341,20940,Moore County
48343,12388,Morris County
48345,1200,Motley County
48347,65204,Nacogdoches County
48349,50113,Navarro County
48351,13595,Newton County
48353,14714,Nolan County
48355,362294,Nueces County
48357,9836,Ochiltree County
48359,2112,Oldham County
48361,83396,Orange County
48363,29189,Palo Pinto County
48365,23194,Panola County
48367,142878,Parker County
48369,9605,Parmer County
48371,15823,Pecos County
48373,51353,Polk County
48375,117415,Potter County
48377,6704,Presidio County
48379,12514,Rains County
48381,137713,Randall County
48383,3849,Reagan County
48385,3452,Real County
48387,12023,Red River County
48389,15976,Reeves County
48391,6948,Refugio County
48393,854,Roberts County
48395,17074,Robertson County
48397,104915,Rockwall County
48399,10264,Runnels County
48401,54406,Rusk County
48403,10542,Sabine County
48405,8237,San Augustine County
48407,28859,San Jacinto County
48409,66730,San Patricio County
48411,6055,San Saba County
48413,2793,Schleicher County
48415,16703,Scurry County
48417,3265,Shackelford County
48419,25274,Shelby County
48421,3022,Sherman County
48423,232751,Smith County
48425,9128,Somervell County
48427,64633,Starr County
48429,9366,Stephens County
48431,1291,Sterling County
48433,1350,Stonewall County
48435,3776,Sutton County
48437,7397,Swisher County
48439,2102515,Tarrant County
48441,138034,Taylor County
48443,776,Terrell County
48445,12337,Terry County
48447,1501,Throckmorton County
48449,32750,Titus County
48451,119200,Tom Green County
48453,1273954,Travis County
48455,14651,Trinity County
48457,21672,Tyler County
48459,41753,Upshur County
48461,3657,Upton County
48463,26741,Uvalde County
48465,49025,Val Verde County
48467,56590,Van Zandt County
48469,92084,Victoria County
48471,72971,Walker County
48473,55246,Waller County
48475,11998,Ward County
48477,35882,Washington County
48479,276652,Webb County
48481,41556,Wharton County
48483,5056,Wheeler County
48485,132230,Wichita County
48487,12769,Wilbarger County
48489,21358,Willacy County
48491,590551,Williamson County
48493,51070,Wilson County
48495,8010,Winkler County
48497,69984,Wise County
48499,45539,Wood County
48501,8713,Yoakum County
48503,18010,Young County
48505,14179,Zapata County
48507,11840,Zavala County
49000,3205958,Utah
49001,6710,Beaver County
49003,56046,Box Elder County
49005,128289,Cache County
49007,20463,Carbon County
49009,950,Daggett County
49011,355481,Davis County
49013,19938,Duchesne County
49015,10012,Emery County
49017,5051,Garfield County
49019,9754,Grand County
49021,54839,Iron County
49023,12017,Juab County
49025,7886,Kane County
49027,13188,Millard County
49029,12124,Morgan County
49031,1479,Piute County
49033,2483,Rich County
49035,1160437,Salt Lake County
49037,15308,San Juan County
49039,30939,Sanpete County
49041,21620,Sevier County
49043,42145,Summit County
49045,72259,Tooele County
49047,35734,Uintah County
49049,636235,Utah County
49051,34091,Wasatch County
49053,177556,Washington County
49055,2711,Wayne County
49057,260213,Weber County
50000,623989,Vermont
50001,36777,Addison County
50003,35470,Bennington County
50005,29993,Caledonia County
50007,163774,Chittenden County
50009,6163,Essex County
50011,49402,Franklin County
50013,7235,Grand Isle County
50015,25362,Lamoille County
50017,28892,Orange County
50019,27037,Orleans County
50021,58191,Rutland County
50023,58409,Washington County
50025,42222,Windham County
50027,55062,Windsor County
51000,8535519,Virginia
51001,32316,Accomack County
51003,109330,Albemarle County
51005,14860,Alleghany County
51007,13145,Amelia County
51009,31605,Amherst County
51011,15911,Appomattox County
51013,236842,Arlington County
51015,75558,Augusta County
51017,4147,Bath County
51019,78997,Bedford County
51021,6280,Bland County
51023,33419,Botetourt County
51025,16231,Brunswick County
51027,21004,Buchanan County
51029,17148,Buckingham County
51031,54885,Campbell County
51033,30725,Caroline County
51035,29791,Carroll County
51036,6963,Charles City County
51037,11880,Charlotte County
51041,352802,Chesterfield County
51043,14619,Clarke County
51045,5131,Craig County
51047,52605,Culpeper County
51049,9932,Cumberland County
51051,14318,Dickenson County
51053,28544,Dinwiddie County
51057,10953,Essex County
51059,1147532,Fairfax County
51061,71222,Fauquier County
51063,15749,Floyd County
51065,27270,Fluvanna County
51067,56042,Franklin County
51069,89313,Frederick County
51071,16720,Giles County
51073,37348,Gloucester County
51075,23753,Goochland County
51077,15550,Grayson County
51079,19819,Greene County
51081,11336,Greensville County
51083,33911,Halifax County
51085,107766,Hanover County
51087,330818,Henrico County
51089,50557,Henry County
51091,2190,Highland County
51093,37109,Isle of Wight County
51095,76523,James City County
51097,7025,King and Queen County
51099,26836,King George County
51101,17148,King William County
51103,10603,Lancaster County
51105,23423,Lee County
51107,413538,Loudoun County
51109,37591,Louisa County
51111,12196,Lunenburg County
51113,13261,Madison County
51115,8834,Mathews County
51117,30587,Mecklenburg County
51119,10582,Middlesex County
51121,98535,Montgomery County
51125,14930,Nelson County
51127,23091,New Kent County
51131,11710,Northampton County
51133,12095,Northumberland County
51135,15232,Nottoway County
51137,37051,Orange County
51139,23902,Page County
51141,17608,Patrick County
51143,60354,Pittsylvania County
51145,29652,Powhatan County
51147,22802,Prince Edward County
51149,38353,Prince George County
51153,470335,Prince William County
51155,34027,Pulaski County
51157,7370,Rappahannock County
51159,9023,Richmond County
51161,94186,Roanoke County
51163,22573,Rockbridge County
51165,81948,Rockingham County
51167,26586,Russell County
51169,21566,Scott County
51171,43616,Shenandoah County
51173,30104,Smyth County
51175,17631,Southampton County
51177,136215,Spotsylvania County
51179,152882,Stafford County
51181,6422,Surry County
51183,11159,Sussex County
51185,40595,Tazewell County
51187,40164,Warren County
51191,53740,Washington County
51193,18015,Westmoreland County
51195,37383,Wise County
51197,28684,Wythe County
51199,68280,York County
51510,159428,Alexandria city
51520,16762,Bristol city
51530,6478,Buena Vista city
51540,47266,Charlottesville city
51550,244835,Chesapeake city
51570,17370,Colonial Heights city
51580,5538,Covington city
51590,40044,Danville city
51595,5346,Emporia city
51600,24019,Fairfax city
51610,14617,Falls Church city
51620,7967,Franklin city
51630,29036,Fredericksburg city
51640,6347,Galax city
51650,134510,Hampton city
51660,53016,Harrisonburg city
51670,22529,Hopewell city
51678,7446,Lexington city
51680,82168,Lynchburg city
51683,41085,Manassas city
51685,17478,Manassas Park city
51690,12554,Martinsville city
51700,179225,Newport News city
51710,242742,Norfolk city
51720,3981,Norton city
51730,31346,Petersburg city
51735,12271,Poquoson city
51740,94398,Portsmouth city
51750,18249,Radford city
51760,230436,Richmond city
51770,99143,Roanoke city
51775,25301,Salem city
51790,24932,Staunton city
51800,92108,Suffolk city
51810,449974,Virginia Beach city
51820,22630,Waynesboro city
51830,14954,Williamsburg city
51840,28078,Winchester city
53000,7614893,Washington
53001,19983,Adams County
53003,22582,Asotin County
53005,204390,Benton County
53007,77200,Chelan County
53009,77331,Clallam County
53011,488241,Clark County
53013,3985,Columbia County
53015,110593,Cowlitz County
53017,43429,Douglas County
53019,7627,Ferry County
53021,95222,Franklin County
53023,2225,Garfield County
53025,97733,Grant County
53027,75061,Grays Harbor County
53029,85141,Island County
53031,32221,Jefferson County
53033,2252782,King County
53035,271473,Kitsap County
53037,47935,Kittitas County
53039,22425,Klickitat County
53041,80707,Lewis County
53043,10939,Lincoln County
53045,66768,Mason County
53047,42243,Okanogan County
53049,22471,Pacific County
53051,13724,Pend Oreille County
53053,904980,Pierce County
53055,17582,San Juan County
53057,129205,Skagit County
53059,12083,Skamania County
53061,822083,Snohomish County
53063,522798,Spokane County
53065,45723,Stevens County
53067,290536,Thurston County
53069,4488,Wahkiakum County
53071,60760,Walla Walla County
53073,229247,Whatcom County
53075,50104,Whitman County
53077,250873,Yakima County
54000,1792147,West Virginia
54001,16441,Barbour County
54003,119171,Berkeley County
54005,21457,Boone County
54007,13957,Braxton County
54009,21939,Brooke County
54011,91945,Cabell County
54013,7109,Calhoun County
54015,8508,Clay County
54017,8448,Doddridge County
54019,42406,Fayette County
54021,7823,Gilmer County
54023,11568,Grant County
54025,34662,Greenbrier County
54027,23175,Hampshire County
54029,28810,Hancock County
54031,13776,Hardy County
54033,67256,Harrison County
54035,28576,Jackson County
54037,57146,Jefferson County
54039,178124,Kanawha County
54041,15907,Lewis County
54043,20409,Lincoln County
54045,32019,Logan County
54047,17624,McDowell County
54049,56072,Marion County
54051,30531,Marshall County
54053,26516,Mason County
54055,58758,Mercer County
54057,26868,Mineral County
54059,23424,Mingo County
54061,105612,Monongalia County
54063,13275,Monroe County
54065,17884,Morgan County
54067,24496,Nicholas County
54069,41411,Ohio County
54071,6969,Pendleton County
54073,7460,Pleasants County
54075,8247,Pocahontas County
54077,33432,Preston County
54079,56450,Putnam County
54081,73361,Raleigh County
54083,28695,Randolph County
54085,9554,Ritchie County
54087,13688,Roane County
54089,12573,Summers County
54091,16695,Taylor County
54093,6839,Tucker County
54095,8591,Tyler County
54097,24176,Upshur County
54099,39402,Wayne County
54101,8114,Webster County
54103,15065,Wetzel County
54105,5821,Wirt County
54107,83518,Wood County
54109,20394,Wyoming County
55000,5822434,Wisconsin
55001,20220,Adams County
55003,15562,Ashland County
55005,45244,Barron County
55007,15036,Bayfield County
55009,264542,Brown County
55011,13031,Buffalo County
55013,15414,Burnett County
55015,50089,Calumet County
55017,64658,Chippewa County
55019,34774,Clark County
55021,57532,Columbia County
55023,16131,Crawford County
55025,546695,Dane County
55027,87839,Dodge County
55029,27668,Door County
55031,43150,Douglas County
55033,45368,Dunn County
55035,104646,Eau Claire County
55037,4295,Florence County
55039,103403,Fond du Lac County
55041,9004,Forest County
55043,51439,Grant County
55045,36960,Green County
55047,18913,Green Lake County
55049,23678,Iowa County
55051,5687,Iron County
55053,20643,Jackson County
55055,84769,Jefferson County
55057,26687,Juneau County
55059,169561,Kenosha County
55061,20434,Kewaunee County
55063,118016,La Crosse County
55065,16665,Lafayette County
55067,19189,Langlade County
55069,27593,Lincoln County
55071,78981,Manitowoc County
55073,135692,Marathon County
55075,40350,Marinette County
55077,15574,Marquette County
55078,4556,Menominee County
55079,945726,Milwaukee County
55081,46253,Monroe County
55083,37930,Oconto County
55085,35595,Oneida County
55087,187885,Outagamie County
55089,89221,Ozaukee County
55091,7287,Pepin County
55093,42754,Pierce County
55095,43783,Polk County
55097,70772,Portage County
55099,13351,Price County
55101,196311,Racine County
55103,17252,Richland County
55105,163354,Rock County
55107,14178,Rusk County
55109,90687,St. Croix County
55111,64442,Sauk County
55113,16558,Sawyer County
55115,40899,Shawano County
55117,115340,Sheboygan County
55119,20343,Taylor County
55121,29649,Trempealeau County
55123,30822,Vernon County
55125,22195,Vilas County
55127,103868,Walworth County
55129,15720,Washburn County
55131,136034,Washington County
55133,404198,Waukesha County
55135,50990,Waupaca County
55137,24443,Waushara County
55139,171907,Winnebago County
55141,72999,Wood County
56000,578759,Wyoming
56001,38880,Albany County
56003,11790,Big Horn County
56005,46341,Campbell County
56007,14800,Carbon County
56009,13822,Converse County
56011,7584,Crook County
56013,39261,Fremont County
56015,13211,Goshen County
56017,4413,Hot Springs County
56019,8445,Johnson County
56021,99500,Laramie County
56023,19830,Lincoln County
56025,79858,Natrona County
56027,2356,Niobrara County
56029,29194,Park County
56031,8393,Platte County
56033,30485,Sheridan County
56035,9831,Sublette County
56037,42343,Sweetwater County
56039,23464,Teton County
56041,20226,Uinta County
56043,7805,Washakie County
56045,6927,Weston County
